geo_description,label,year,description,estimate,moe,se,cv
United States,HD01_VD02,2006,Estimate; Total (dollars):,27239,45.28,23.1,0.08
Robeson ,HD01_VD02,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Total (dollars):,21621,1550.13,790.88,3.66
Rockingham ,HD01_VD02,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Total (dollars):,26528,1921.87,980.55,3.7
Rowan ,HD01_VD02,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Total (dollars):,28432,2603.4,1328.27,4.67
Rutherford ,HD01_VD02,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Total (dollars):,25307,4060.6,2071.73,8.19
Surry ,HD01_VD02,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Total (dollars):,26110,2097.02,1069.91,4.1
Union ,HD01_VD02,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Total (dollars):,31765,934.13,476.6,1.5
Wake ,HD01_VD02,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Total (dollars):,35957,849.53,433.43,1.21
Wayne ,HD01_VD02,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Total (dollars):,25202,1700.26,867.48,3.44
Wilkes ,HD01_VD02,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Total (dollars):,20428,3918.81,1999.39,9.79
Wilson ,HD01_VD02,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Total (dollars):,26601,3738.89,1907.6,7.17
United States,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),35648,75.06,38.3,0.11
North Carolina,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),31566,263.32,134.35,0.43
Alamance ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),30238,2877.45,1468.09,4.86
Brunswick ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),26724,2194.72,1119.76,4.19
Buncombe ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),31e3,1292.77,659.58,2.13
Burke ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),24968,2826.21,1441.94,5.78
Cabarrus ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),37242,3679.32,1877.2,5.04
Caldwell ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),29359,3197.96,1631.61,5.56
Carteret ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),31036,1310.64,668.69,2.15
Catawba ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),30079,3090.72,1576.9,5.24
Chatham ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),37312,6820.09,3479.64,9.33
Cleveland ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),29996,2269.79,1158.06,3.86
Craven ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),30518,2830.98,1444.38,4.73
Cumberland ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),31857,996.09,508.21,1.6
Davidson ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),30318,4820.77,2459.58,8.11
Durham ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),31896,4571.74,2332.52,7.31
Forsyth ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),32116,2001.7,1021.28,3.18
Gaston ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),34587,5049.53,2576.29,7.45
Guilford ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),31761,1222.47,623.71,1.96
Harnett ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),38186,4228.6,2157.45,5.65
Henderson ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),29400,4856.51,2477.81,8.43
Iredell ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),38395,4408.51,2249.24,5.86
Johnston ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),33426,4757.62,2427.36,7.26
Lincoln ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),38779,6684.26,3410.34,8.79
Mecklenburg ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),36473,1235.57,630.39,1.73
Moore ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),40054,8764.6,4471.73,11.16
Nash ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),30287,6201.7,3164.13,10.45
New Hanover ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),30431,2659.4,1356.84,4.46
Onslow ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),26551,1438.13,733.74,2.76
Orange ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),32414,5180.6,2643.16,8.15
Pitt ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),26429,5485.62,2798.79,10.59
Randolph ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),30151,2783.32,1420.06,4.71
Robeson ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),23930,3481.53,1776.29,7.42
Rockingham ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),29331,4049.87,2066.26,7.04
Rowan ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),31182,1942.13,990.88,3.18
Rutherford ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),27524,7269.28,3708.82,13.47
Surry ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),30620,1558.47,795.14,2.6
Union ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),38004,3258.72,1662.61,4.37
Wake ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),41426,1266.55,646.2,1.56
Wayne ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),27176,2142.3,1093.01,4.02
Wilkes ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),23759,6524.6,3328.88,14.01
Wilson ,HD01_VD04,2013,Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Total (dollars),28232,5921.7,3021.28,10.7
United States,HD01_VD05,2013,"Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",48099,185.87,94.83,0.2
North Carolina,HD01_VD05,2013,"Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",42146,306.21,156.23,0.37
Alamance ,HD01_VD05,2013,"Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",40242,3374.3,1721.58,4.28
Brunswick ,HD01_VD05,2013,"Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",41787,4802.89,2450.45,5.86
Buncombe ,HD01_VD05,2013,"Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",45812,4103.49,2093.62,4.57
Burke ,HD01_VD05,2013,"Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",28961,2722.55,1389.06,4.8
Cabarrus ,HD01_VD05,2013,"Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",46927,3912.85,1996.35,4.25
Caldwell ,HD01_VD05,2013,"Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",38031,3831.83,1955.02,5.14
Carteret ,HD01_VD05,2013,"Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",41647,5834.72,2976.9,7.15
Catawba ,HD01_VD05,2013,"Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",40203,4736.17,2416.41,6.01
Chatham ,HD01_VD05,2013,"Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",51115,4509.79,2300.91,4.5
Cleveland ,HD01_VD05,2013,"Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",35778,3106.21,1584.8,4.43
Craven ,HD01_VD05,2013,"Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",37620,2292.43,1169.61,3.11
Cumberland ,HD01_VD05,2013,"Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",39346,3995.06,2038.3,5.18
Davidson ,HD01_VD05,2013,"Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",41011,2556.94,1304.56,3.18
Durham ,HD01_VD05,2013,"Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",46603,2447.32,1248.63,2.68
Forsyth ,HD01_VD05,2013,"Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",46771,3548.26,1810.34,3.87
Gaston ,HD01_VD05,2013,"Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",43675,3942.64,2011.55,4.61
Guilford ,HD01_VD05,2013,"Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",47595,4039.15,2060.79,4.33
Harnett ,HD01_VD05,2013,"Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",45486,3101.45,1582.37,3.48
Henderson ,HD01_VD05,2013,"Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",37204,5417.7,2764.13,7.43
Iredell ,HD01_VD05,2013,"Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",46114,4699.23,2397.57,5.2
Johnston ,HD01_VD05,2013,"Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",42320,5184.17,2644.98,6.25
Lincoln ,HD01_VD05,2013,"Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",44874,7872.17,4016.41,8.95
Mecklenburg ,HD01_VD05,2013,"Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",50841,1153.36,588.45,1.16
Moore ,HD01_VD05,2013,"Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",48904,6171.91,3148.93,6.44
Nash ,HD01_VD05,2013,"Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",34769,11936.34,6089.97,17.52
New Hanover ,HD01_VD05,2013,"Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",41694,2436.6,1243.16,2.98
Onslow ,HD01_VD05,2013,"Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",31305,1285.62,655.93,2.1
Orange ,HD01_VD05,2013,"Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",53186,3299.23,1683.28,3.16
Pitt ,HD01_VD05,2013,"Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",46366,4748.09,2422.49,5.22
Randolph ,HD01_VD05,2013,"Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",35813,2940.6,1500.31,4.19
Robeson ,HD01_VD05,2013,"Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",32146,3896.17,1987.84,6.18
Rockingham ,HD01_VD05,2013,"Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",39188,7058.38,3601.21,9.19
Rowan ,HD01_VD05,2013,"Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",40198,4140.43,2112.46,5.26
Rutherford ,HD01_VD05,2013,"Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",37082,4961.36,2531.31,6.83
Surry ,HD01_VD05,2013,"Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",36821,2480.68,1265.65,3.44
Union ,HD01_VD05,2013,"Estimate; Median earnings in the past 12 months (in 2013 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",46593,3066.89,1564.74,3.36
