geo_description,label,year,description,estimate,moe,se,cv
Forsyth ,HC01_EST_VC01,2006,Total; Estimate; Total population,332355,NA,NA,NA
Forsyth ,HC06_EST_VC27,2017,Percent Female; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,38.5,0.24,0.12,0.31
Forsyth ,HC01_EST_VC28,2017,Total; Estimate; SELECTED AGE CATEGORIES - 16 years and over,300411,1002.04,511.24,0.17
Forsyth ,HC02_EST_VC28,2017,Percent; Estimate; SELECTED AGE CATEGORIES - 16 years and over,79.8,0.24,0.12,0.15
Forsyth ,HC03_EST_VC28,2017,Male; Estimate; SELECTED AGE CATEGORIES - 16 years and over,140481,981.79,500.91,0.36
Forsyth ,HC04_EST_VC28,2017,Percent Male; Estimate; SELECTED AGE CATEGORIES - 16 years and over,78.4,0.48,0.24,0.31
Forsyth ,HC05_EST_VC28,2017,Female; Estimate; SELECTED AGE CATEGORIES - 16 years and over,159930,912.68,465.65,0.29
Forsyth ,HC06_EST_VC28,2017,Percent Female; Estimate; SELECTED AGE CATEGORIES - 16 years and over,81.1,0.36,0.18,0.22
Forsyth ,HC01_EST_VC29,2017,Total; Estimate; SELECTED AGE CATEGORIES - 18 years and over,289131,138.21,70.52,0.02
Forsyth ,HC02_EST_VC29,2017,Percent; Estimate; SELECTED AGE CATEGORIES - 18 years and over,76.8,0.12,0.06,0.08
Forsyth ,HC03_EST_VC29,2017,Male; Estimate; SELECTED AGE CATEGORIES - 18 years and over,134485,519.49,265.05,0.2
Forsyth ,HC04_EST_VC29,2017,Percent Male; Estimate; SELECTED AGE CATEGORIES - 18 years and over,75.1,0.12,0.06,0.08
Forsyth ,HC05_EST_VC29,2017,Female; Estimate; SELECTED AGE CATEGORIES - 18 years and over,154646,506.38,258.36,0.17
Forsyth ,HC06_EST_VC29,2017,Percent Female; Estimate; SELECTED AGE CATEGORIES - 18 years and over,78.4,0.12,0.06,0.08
Forsyth ,HC01_EST_VC30,2017,Total; Estimate; SELECTED AGE CATEGORIES - 21 years and over,271336,1597.79,815.2,0.3
Forsyth ,HC02_EST_VC30,2017,Percent; Estimate; SELECTED AGE CATEGORIES - 21 years and over,72.1,0.48,0.24,0.33
Forsyth ,HC03_EST_VC30,2017,Male; Estimate; SELECTED AGE CATEGORIES - 21 years and over,126069,1520.34,775.68,0.62
Forsyth ,HC04_EST_VC30,2017,Percent Male; Estimate; SELECTED AGE CATEGORIES - 21 years and over,70.4,0.83,0.42,0.6
Forsyth ,HC05_EST_VC30,2017,Female; Estimate; SELECTED AGE CATEGORIES - 21 years and over,145267,1342.81,685.11,0.47
Forsyth ,HC06_EST_VC30,2017,Percent Female; Estimate; SELECTED AGE CATEGORIES - 21 years and over,73.7,0.6,0.31,0.42
Forsyth ,HC01_EST_VC31,2017,Total; Estimate; SELECTED AGE CATEGORIES - 60 years and over,79559,2212.6,1128.88,1.42
Forsyth ,HC02_EST_VC31,2017,Percent; Estimate; SELECTED AGE CATEGORIES - 60 years and over,21.1,0.6,0.31,1.47
Forsyth ,HC03_EST_VC31,2017,Male; Estimate; SELECTED AGE CATEGORIES - 60 years and over,33965,1568,800,2.36
Forsyth ,HC04_EST_VC31,2017,Percent Male; Estimate; SELECTED AGE CATEGORIES - 60 years and over,19,0.83,0.42,2.21
Forsyth ,HC05_EST_VC31,2017,Female; Estimate; SELECTED AGE CATEGORIES - 60 years and over,45594,1382.13,705.17,1.55
Forsyth ,HC06_EST_VC31,2017,Percent Female; Estimate; SELECTED AGE CATEGORIES - 60 years and over,23.1,0.71,0.36,1.56
Forsyth ,HC01_EST_VC32,2017,Total; Estimate; SELECTED AGE CATEGORIES - 62 years and over,71627,1982.64,1011.55,1.41
Forsyth ,HC02_EST_VC32,2017,Percent; Estimate; SELECTED AGE CATEGORIES - 62 years and over,19,0.48,0.24,1.26
Forsyth ,HC03_EST_VC32,2017,Male; Estimate; SELECTED AGE CATEGORIES - 62 years and over,30646,1475.06,752.58,2.46
Forsyth ,HC04_EST_VC32,2017,Percent Male; Estimate; SELECTED AGE CATEGORIES - 62 years and over,17.1,0.83,0.42,2.46
Forsyth ,HC05_EST_VC32,2017,Female; Estimate; SELECTED AGE CATEGORIES - 62 years and over,40981,1171.23,597.57,1.46
Forsyth ,HC06_EST_VC32,2017,Percent Female; Estimate; SELECTED AGE CATEGORIES - 62 years and over,20.8,0.6,0.31,1.49
Forsyth ,HC01_EST_VC33,2017,Total; Estimate; SELECTED AGE CATEGORIES - 65 years and over,57977,809.02,412.77,0.71
Forsyth ,HC02_EST_VC33,2017,Percent; Estimate; SELECTED AGE CATEGORIES - 65 years and over,15.4,0.24,0.12,0.78
Forsyth ,HC03_EST_VC33,2017,Male; Estimate; SELECTED AGE CATEGORIES - 65 years and over,24576,569.53,290.58,1.18
Forsyth ,HC04_EST_VC33,2017,Percent Male; Estimate; SELECTED AGE CATEGORIES - 65 years and over,13.7,0.36,0.18,1.31
Forsyth ,HC05_EST_VC33,2017,Female; Estimate; SELECTED AGE CATEGORIES - 65 years and over,33401,471.83,240.73,0.72
Forsyth ,HC06_EST_VC33,2017,Percent Female; Estimate; SELECTED AGE CATEGORIES - 65 years and over,16.9,0.24,0.12,0.71
Forsyth ,HC01_EST_VC34,2017,Total; Estimate; SELECTED AGE CATEGORIES - 75 years and over,24026,563.57,287.54,1.2
Forsyth ,HC02_EST_VC34,2017,Percent; Estimate; SELECTED AGE CATEGORIES - 75 years and over,6.4,0.12,0.06,0.94
Forsyth ,HC03_EST_VC34,2017,Male; Estimate; SELECTED AGE CATEGORIES - 75 years and over,9281,293.11,149.55,1.61
Forsyth ,HC04_EST_VC34,2017,Percent Male; Estimate; SELECTED AGE CATEGORIES - 75 years and over,5.2,0.12,0.06,1.15
Forsyth ,HC05_EST_VC34,2017,Female; Estimate; SELECTED AGE CATEGORIES - 75 years and over,14745,412.26,210.34,1.43
Forsyth ,HC06_EST_VC34,2017,Percent Female; Estimate; SELECTED AGE CATEGORIES - 75 years and over,7.5,0.24,0.12,1.6
Forsyth ,HC01_EST_VC37,2017,Total; Estimate; SUMMARY INDICATORS - Median age (years),38.4,0.48,0.24,0.62
Forsyth ,HC02_EST_VC37,2017,Percent; Estimate; SUMMARY INDICATORS - Median age (years),NA,NA,NA,NA
Forsyth ,HC03_EST_VC37,2017,Male; Estimate; SUMMARY INDICATORS - Median age (years),37.1,0.48,0.24,0.65
Forsyth ,HC04_EST_VC37,2017,Percent Male; Estimate; SUMMARY INDICATORS - Median age (years),NA,NA,NA,NA
Forsyth ,HC05_EST_VC37,2017,Female; Estimate; SUMMARY INDICATORS - Median age (years),39.8,0.6,0.31,0.78
Forsyth ,HC06_EST_VC37,2017,Percent Female; Estimate; SUMMARY INDICATORS - Median age (years),NA,NA,NA,NA
Forsyth ,HC01_EST_VC38,2017,Total; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),90.8,0.6,0.31,0.34
Forsyth ,HC02_EST_VC38,2017,Percent; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),NA,NA,NA,NA
Forsyth ,HC03_EST_VC38,2017,Male; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),NA,NA,NA,NA
Forsyth ,HC04_EST_VC38,2017,Percent Male; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),NA,NA,NA,NA
Forsyth ,HC05_EST_VC38,2017,Female; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),NA,NA,NA,NA
Forsyth ,HC06_EST_VC38,2017,Percent Female; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),NA,NA,NA,NA
Forsyth ,HC01_EST_VC39,2017,Total; Estimate; SUMMARY INDICATORS - Age dependency ratio,62.8,0.6,0.31,0.49
Forsyth ,HC02_EST_VC39,2017,Percent; Estimate; SUMMARY INDICATORS - Age dependency ratio,NA,NA,NA,NA
Forsyth ,HC03_EST_VC39,2017,Male; Estimate; SUMMARY INDICATORS - Age dependency ratio,NA,NA,NA,NA
Forsyth ,HC04_EST_VC39,2017,Percent Male; Estimate; SUMMARY INDICATORS - Age dependency ratio,NA,NA,NA,NA
Forsyth ,HC05_EST_VC39,2017,Female; Estimate; SUMMARY INDICATORS - Age dependency ratio,NA,NA,NA,NA
Forsyth ,HC06_EST_VC39,2017,Percent Female; Estimate; SUMMARY INDICATORS - Age dependency ratio,NA,NA,NA,NA
Forsyth ,HC01_EST_VC40,2017,Total; Estimate; SUMMARY INDICATORS - Old-age dependency ratio,25.1,0.48,0.24,0.96
Forsyth ,HC02_EST_VC40,2017,Percent; Estimate; SUMMARY INDICATORS - Old-age dependency ratio,NA,NA,NA,NA
Forsyth ,HC03_EST_VC40,2017,Male; Estimate; SUMMARY INDICATORS - Old-age dependency ratio,NA,NA,NA,NA
Forsyth ,HC04_EST_VC40,2017,Percent Male; Estimate; SUMMARY INDICATORS - Old-age dependency ratio,NA,NA,NA,NA
Forsyth ,HC05_EST_VC40,2017,Female; Estimate; SUMMARY INDICATORS - Old-age dependency ratio,NA,NA,NA,NA
Forsyth ,HC06_EST_VC40,2017,Percent Female; Estimate; SUMMARY INDICATORS - Old-age dependency ratio,NA,NA,NA,NA
Forsyth ,HC01_EST_VC41,2017,Total; Estimate; SUMMARY INDICATORS - Child dependency ratio,37.7,0.12,0.06,0.16
Forsyth ,HC02_EST_VC41,2017,Percent; Estimate; SUMMARY INDICATORS - Child dependency ratio,NA,NA,NA,NA
Forsyth ,HC03_EST_VC41,2017,Male; Estimate; SUMMARY INDICATORS - Child dependency ratio,NA,NA,NA,NA
Forsyth ,HC04_EST_VC41,2017,Percent Male; Estimate; SUMMARY INDICATORS - Child dependency ratio,NA,NA,NA,NA
Forsyth ,HC05_EST_VC41,2017,Female; Estimate; SUMMARY INDICATORS - Child dependency ratio,NA,NA,NA,NA
Forsyth ,HC06_EST_VC41,2017,Percent Female; Estimate; SUMMARY INDICATORS - Child dependency ratio,NA,NA,NA,NA
Forsyth ,HC01_EST_VC44,2017,Total; Estimate; PERCENT ALLOCATED - Sex,NA,NA,NA,NA
Forsyth ,HC02_EST_VC44,2017,Percent; Estimate; PERCENT ALLOCATED - Sex,0.1,NA,NA,NA
Forsyth ,HC03_EST_VC44,2017,Male; Estimate; PERCENT ALLOCATED - Sex,NA,NA,NA,NA
Forsyth ,HC04_EST_VC44,2017,Percent Male; Estimate; PERCENT ALLOCATED - Sex,NA,NA,NA,NA
Forsyth ,HC05_EST_VC44,2017,Female; Estimate; PERCENT ALLOCATED - Sex,NA,NA,NA,NA
Forsyth ,HC06_EST_VC44,2017,Percent Female; Estimate; PERCENT ALLOCATED - Sex,NA,NA,NA,NA
Forsyth ,HC01_EST_VC45,2017,Total; Estimate; PERCENT ALLOCATED - Age,NA,NA,NA,NA
Forsyth ,HC02_EST_VC45,2017,Percent; Estimate; PERCENT ALLOCATED - Age,3.2,NA,NA,NA
Forsyth ,HC03_EST_VC45,2017,Male; Estimate; PERCENT ALLOCATED - Age,NA,NA,NA,NA
Forsyth ,HC04_EST_VC45,2017,Percent Male; Estimate; PERCENT ALLOCATED - Age,NA,NA,NA,NA
Forsyth ,HC05_EST_VC45,2017,Female; Estimate; PERCENT ALLOCATED - Age,NA,NA,NA,NA
Forsyth ,HC06_EST_VC45,2017,Percent Female; Estimate; PERCENT ALLOCATED - Age,NA,NA,NA,NA
