geo_description,label,year,description,estimate,moe,se,cv,file
"Forsyth County, NC",HD01_VD01,2007,Estimate; Total:,87533,3349.28,1708.82,1.95,African American
"Forsyth County, NC",HD01_VD07,2011,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years: - 5 to 17 years only,650,486.13,248.03,38.16,total
"Forsyth County, NC",HD01_VD08,2011,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - No related children under 18 years,814,394.38,201.21,24.72,total
"Forsyth County, NC",HD01_VD09,2011,Estimate; Income in the past 12 months below poverty level: - Other family:,7826,1871.83,955.02,12.2,total
"Forsyth County, NC",HD01_VD10,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present:",846,560,285.71,33.77,total
"Forsyth County, NC",HD01_VD11,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years:",686,515.91,263.22,38.37,total
"Forsyth County, NC",HD01_VD12,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years only",145,239.49,122.19,84.27,total
"Forsyth County, NC",HD01_VD13,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years and 5 to 17 years",70,144.17,73.56,105.09,total
"Forsyth County, NC",HD01_VD14,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - 5 to 17 years only",471,427.74,218.23,46.33,total
"Forsyth County, NC",HD01_VD15,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - No related children under 18 years",160,310.98,158.66,99.16,total
"Forsyth County, NC",HD01_VD16,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present:",6980,1750.3,893.01,12.79,total
"Forsyth County, NC",HD01_VD17,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",6246,1727.66,881.46,14.11,total
"Forsyth County, NC",HD01_VD18,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",1291,747.06,381.15,29.52,total
"Forsyth County, NC",HD01_VD19,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",1907,1355.91,691.79,36.28,total
"Forsyth County, NC",HD01_VD20,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",3048,1102.13,562.31,18.45,total
"Forsyth County, NC",HD01_VD21,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",734,430.13,219.45,29.9,total
"Forsyth County, NC",HD01_VD22,2011,Estimate; Income in the past 12 months at or above poverty level:,76488,4054.64,2068.69,2.7,total
"Forsyth County, NC",HD01_VD23,2011,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family:,60193,3923.57,2001.82,3.33,total
"Forsyth County, NC",HD01_VD24,2011,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years:,22684,2499.74,1275.38,5.62,total
"Forsyth County, NC",HD01_VD25,2011,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years only,3873,1398.81,713.68,18.43,total
"Forsyth County, NC",HD01_VD26,2011,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years and 5 to 17 years,3587,1093.79,558.06,15.56,total
"Forsyth County, NC",HD01_VD27,2011,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years: - 5 to 17 years only,15224,2056.51,1049.24,6.89,total
"Forsyth County, NC",HD01_VD28,2011,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - No related children under 18 years,37509,2948.94,1504.56,4.01,total
"Forsyth County, NC",HD01_VD29,2011,Estimate; Income in the past 12 months at or above poverty level: - Other family:,16295,2660.6,1357.45,8.33,total
"Forsyth County, NC",HD01_VD30,2011,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present:",4853,1504.85,767.78,15.82,total
"Forsyth County, NC",HD01_VD31,2011,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years:",2361,1031.83,526.44,22.3,total
"Forsyth County, NC",HD01_VD32,2011,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years only",451,540.94,275.99,61.2,total
"Forsyth County, NC",HD01_VD33,2011,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years and 5 to 17 years",0,262.13,133.74,Inf,total
"Forsyth County, NC",HD01_VD34,2011,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - 5 to 17 years only",1910,904.34,461.4,24.16,total
"Forsyth County, NC",HD01_VD35,2011,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - No related children under 18 years",2492,1140.26,581.77,23.35,total
"Forsyth County, NC",HD01_VD36,2011,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present:",11442,2270.98,1158.66,10.13,total
"Forsyth County, NC",HD01_VD37,2011,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",6737,1777.7,906.99,13.46,total
"Forsyth County, NC",HD01_VD38,2011,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",985,786.38,401.21,40.73,total
"Forsyth County, NC",HD01_VD39,2011,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",1194,758.98,387.23,32.43,total
"Forsyth County, NC",HD01_VD40,2011,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",4558,1597.79,815.2,17.89,total
"Forsyth County, NC",HD01_VD41,2011,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",4705,1349.96,688.76,14.64,total
"Forsyth County, NC",HD01_VD01,2012,Estimate; Total:,90508,3817.53,1947.72,2.15,total
"Forsyth County, NC",HD01_VD02,2012,Estimate; Income in the past 12 months below poverty level:,14499,2236.43,1141.04,7.87,total
"Forsyth County, NC",HD01_VD03,2012,Estimate; Income in the past 12 months below poverty level: - Married-couple family:,4043,1272.51,649.24,16.06,total
"Forsyth County, NC",HD01_VD04,2012,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years:,3396,1160.51,592.1,17.44,total
"Forsyth County, NC",HD01_VD05,2012,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years only,331,327.66,167.17,50.5,total
"Forsyth County, NC",HD01_VD06,2012,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years and 5 to 17 years,1391,710.13,362.31,26.05,total
"Forsyth County, NC",HD01_VD07,2012,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years: - 5 to 17 years only,1674,820.94,418.85,25.02,total
"Forsyth County, NC",HD01_VD08,2012,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - No related children under 18 years,647,421.79,215.2,33.26,total
"Forsyth County, NC",HD01_VD09,2012,Estimate; Income in the past 12 months below poverty level: - Other family:,10456,1875.4,956.84,9.15,total
"Forsyth County, NC",HD01_VD10,2012,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present:",1627,753.02,384.19,23.61,total
"Forsyth County, NC",HD01_VD11,2012,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years:",1346,741.11,378.12,28.09,total
"Forsyth County, NC",HD01_VD12,2012,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years only",42,89.36,45.59,108.55,total
"Forsyth County, NC",HD01_VD13,2012,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years and 5 to 17 years",186,247.83,126.44,67.98,total
"Forsyth County, NC",HD01_VD14,2012,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - 5 to 17 years only",1118,767.32,391.49,35.02,total
"Forsyth County, NC",HD01_VD15,2012,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - No related children under 18 years",281,325.28,165.96,59.06,total
"Forsyth County, NC",HD01_VD16,2012,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present:",8829,1647.83,840.73,9.52,total
"Forsyth County, NC",HD01_VD17,2012,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",7897,1547.74,789.66,10,total
