notes,county,gender,ethnicity,race,age,population,year
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,50-54 years,126,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,55-59 years,74,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,60-64 years,50,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,65-69 years,27,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,70-74 years,22,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,75-79 years,5,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,80-84 years,8,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,85+ years,3,2017
Total,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,NA,3459,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,< 1 year,389,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,1-4 years,1502,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,5-9 years,2350,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,10-14 years,2331,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,15-19 years,1922,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,20-24 years,1518,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,25-29 years,1258,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,30-34 years,1269,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,35-39 years,1473,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,40-44 years,1426,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,45-49 years,1037,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,50-54 years,769,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,55-59 years,605,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,60-64 years,455,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,65-69 years,271,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,70-74 years,190,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,75-79 years,99,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,80-84 years,86,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,85+ years,76,2017
Total,"Forsyth County, NC",Female,Hispanic or Latino,White,NA,19026,2017
Total,"Forsyth County, NC",Female,Hispanic or Latino,NA,NA,23976,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,< 1 year,7,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,1-4 years,24,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,5-9 years,39,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,10-14 years,38,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,15-19 years,54,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,20-24 years,57,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,25-29 years,43,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,30-34 years,44,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,35-39 years,53,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,40-44 years,45,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,45-49 years,47,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,50-54 years,49,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,55-59 years,35,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,60-64 years,21,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,65-69 years,47,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,70-74 years,20,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,75-79 years,4,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,80-84 years,6,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,85+ years,4,2017
Total,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,NA,637,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,< 1 year,51,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,1-4 years,241,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,5-9 years,339,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,10-14 years,416,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,15-19 years,464,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,20-24 years,411,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,25-29 years,396,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,30-34 years,483,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,35-39 years,526,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,40-44 years,413,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,45-49 years,374,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,50-54 years,293,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,55-59 years,287,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,60-64 years,261,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,65-69 years,168,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,70-74 years,107,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,75-79 years,71,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,80-84 years,32,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,85+ years,41,2017
Total,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,NA,5374,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,< 1 year,624,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,1-4 years,2702,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,5-9 years,3387,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,10-14 years,3382,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,15-19 years,4210,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,20-24 years,4284,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,25-29 years,4298,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,30-34 years,3406,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,35-39 years,3328,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,40-44 years,3329,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,45-49 years,3739,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,50-54 years,3686,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,55-59 years,3649,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,60-64 years,3204,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,65-69 years,2728,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,70-74 years,1695,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,75-79 years,1135,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,80-84 years,772,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,85+ years,778,2017
Total,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,NA,54336,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,< 1 year,952,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,1-4 years,3879,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,5-9 years,5183,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,10-14 years,5474,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,15-19 years,6398,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,20-24 years,6193,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,25-29 years,7150,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,30-34 years,6791,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,35-39 years,6256,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,40-44 years,6222,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,45-49 years,7607,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,50-54 years,8272,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,55-59 years,8951,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,60-64 years,8583,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,65-69 years,7550,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,70-74 years,6047,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,75-79 years,4325,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,80-84 years,3264,2017
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,85+ years,4004,2017
Total,"Forsyth County, NC",Female,Not Hispanic or Latino,White,NA,113101,2017
Total,"Forsyth County, NC",Female,Not Hispanic or Latino,NA,NA,173448,2017
Total,"Forsyth County, NC",Female,NA,NA,NA,197424,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,< 1 year,23,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,1-4 years,96,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,5-9 years,157,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,10-14 years,139,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,15-19 years,93,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,20-24 years,82,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,25-29 years,48,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,30-34 years,112,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,35-39 years,75,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,40-44 years,97,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,45-49 years,102,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,50-54 years,56,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,55-59 years,30,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,60-64 years,23,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,65-69 years,14,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,70-74 years,6,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,75-79 years,5,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,80-84 years,1,2017
Total,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,NA,1159,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,< 1 year,7,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,1-4 years,74,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,5-9 years,80,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,10-14 years,38,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,15-19 years,23,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,20-24 years,13,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,25-29 years,13,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,30-34 years,12,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,35-39 years,17,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,40-44 years,25,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,45-49 years,20,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,50-54 years,12,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,55-59 years,10,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,60-64 years,5,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,65-69 years,8,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,70-74 years,3,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,75-79 years,1,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,80-84 years,1,2017
Total,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,NA,362,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,< 1 year,80,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,1-4 years,437,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,5-9 years,480,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,10-14 years,501,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,15-19 years,367,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,20-24 years,214,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,25-29 years,177,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,30-34 years,184,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,35-39 years,253,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,40-44 years,222,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,45-49 years,172,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,50-54 years,112,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,55-59 years,89,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,60-64 years,38,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,65-69 years,29,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,70-74 years,11,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,75-79 years,13,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,80-84 years,3,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,85+ years,4,2017
Total,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,NA,3386,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,< 1 year,408,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,1-4 years,1691,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,5-9 years,2398,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,10-14 years,2366,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,15-19 years,1971,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,20-24 years,1536,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,25-29 years,1357,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,30-34 years,1346,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,35-39 years,1598,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,40-44 years,1497,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,45-49 years,1245,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,50-54 years,924,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,55-59 years,635,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,60-64 years,402,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,65-69 years,248,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,70-74 years,163,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,75-79 years,84,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,80-84 years,40,2017
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,85+ years,35,2017
